day,users,revenue,server_delay,anomaly,future_failure
2024-05-23,1018.4633858532304,5024.260813972413,178.0720988017424,0,0.0
2024-05-24,1025.9882794248424,4584.5249417944815,199.00619081378608,0,0.0
2024-05-25,1078.182287177731,5135.228412889919,253.83673590553363,0,0.0
2024-05-26,876.3049289121918,4974.880945275431,184.47166102891487,0,0.0
2024-05-27,867.9543386915724,4880.525976566795,206.71363854916694,0,0.0
2024-05-28,1052.1941565616899,4546.218168979201,199.50731311781743,0,0.0
2024-05-29,1029.6984673233187,4711.614334715834,235.65179820344252,0,0.0
2024-05-30,1025.0492850345877,5377.695612912878,275.80797277620866,0,0.0
2024-05-31,1034.6448209496975,5250.45859381219,184.07393681239037,0,0.0
2024-06-01,931.9975278421509,4511.222377600725,185.31681672445333,0,0.0
2024-06-02,1023.2253697161003,5049.6661527146125,231.32482631207216,0,0.0
2024-06-03,1029.3072473298682,5375.693561685895,220.45674468878934,0,0.0
2024-06-04,928.5648581973633,4165.297359439314,255.401219772081,0,0.0
2024-06-05,1186.5774511144757,5271.680096189967,217.51784555977892,0,0.0
2024-06-06,1047.3832920911786,4668.6881205270765,189.22123727638822,0,0.0
2024-06-07,880.8696502797352,5285.29933429658,217.71964492076927,0,0.0
2024-06-08,1065.655360863383,4618.370421728741,233.26110741748724,0,0.0
2024-06-09,902.5318329772679,4097.55894966774,224.61446543592092,0,0.0
2024-06-10,1078.7084603742453,4186.2287810584185,215.21822093321893,0,0.0
2024-06-11,1115.8595579007404,5024.042473330691,232.00024068767462,0,0.0
2024-06-12,917.931768164829,5129.861250860741,235.0788677133702,0,0.0
2024-06-13,1096.3376129244323,4547.841687447795,241.4647697311258,0,0.0
2024-06-14,1041.2780926936498,5319.296229388687,219.46129662768928,0,0.0
2024-06-15,1082.206015999449,4169.2399688655205,194.98645759049438,0,0.0
2024-06-16,1189.6792982653947,4966.960100676341,204.4014105929997,0,0.0
2024-06-17,975.4611883997129,4394.491900118772,236.1952689952507,0,0.0
2024-06-18,924.626383564251,4674.0819460989205,175.49192987038293,0,0.0
2024-06-19,911.0485570374476,5023.699335658207,211.06019926618703,0,0.0
2024-06-20,918.4189715034562,4569.793317358024,188.19983563017917,0,0.0
2024-06-21,992.2898290585896,4807.722227885088,200.86234468804452,0,1.0
2024-06-22,1034.1151974816644,5503.146404607221,238.35355587821897,0,0.0
2024-06-23,1027.669079933002,4711.554065238425,205.7329720405971,0,0.0
2024-06-24,1082.7183249036025,5417.846056032571,201.39309644468446,0,0.0
2024-06-25,1001.3001891877907,4435.146572671191,159.20431577060242,0,0.0
2024-06-26,1145.3534077157317,5264.902088957641,222.38760698081663,0,0.0
2024-06-27,973.5343166762044,5720.784310328951,219.36452543423226,0,0.0
2024-06-28,1272.016916658962,3764.177749936355,264.89764169916384,1,0.0
2024-06-29,1062.5667347765007,4601.552372264761,190.76665295140998,0,0.0
2024-06-30,914.2842443583718,5288.53606359027,206.57450982991816,0,0.0
2024-07-01,892.9107501938888,4898.477306978503,207.48151051132265,0,0.0
2024-07-02,1048.2472415243185,5185.572936685654,247.32359839290422,0,0.0
2024-07-03,977.6537214674149,4698.007406642089,197.14113402839143,0,0.0
2024-07-04,1071.4000494092093,5043.29489373645,208.37064577311017,0,0.0
2024-07-05,1047.3237624573544,4922.161382303961,218.23689529149618,0,0.0
2024-07-06,992.7171087343128,5583.891030829904,205.59827369469073,0,0.0
2024-07-07,915.3206281931596,5127.210421650607,186.60699156348414,0,0.0
2024-07-08,848.5152775314135,5168.801331037601,205.82269978694922,0,0.0
2024-07-09,955.3485047932979,4794.0615169387665,232.20895249579317,0,0.0
2024-07-10,1085.6398794323472,4756.196887963753,169.2045410176682,0,0.0
2024-07-11,1021.4093744130204,4783.72090609019,203.98909022440628,0,0.0
2024-07-12,875.4261221288012,5197.226071189149,178.9963755518248,0,0.0
2024-07-13,1017.3180925851182,4789.507759589868,235.85139886774527,0,0.0
2024-07-14,1038.5317379728838,5144.887428448206,154.30439285648674,0,0.0
2024-07-15,911.6142563798867,6037.700399322719,183.23234458185235,0,0.0
2024-07-16,1015.3725105945528,5435.5623517158465,211.31635625193562,0,0.0
2024-07-17,1005.8208718446,4836.9882339160795,246.9657208770302,0,0.0
2024-07-18,885.7029702169377,5600.606961081972,198.02749216781038,0,0.0
2024-07-19,1035.7787360348284,4795.9623134892245,183.34401419920405,0,0.0
2024-07-20,1056.0784526368234,3980.937732411073,256.43471208321773,0,0.0
2024-07-21,1108.3051243175278,4495.956844541298,156.55958298751267,0,1.0
2024-07-22,1105.3802052034903,4064.6040394870724,134.03582130139756,0,0.0
2024-07-23,862.2330632042908,4824.243257979346,213.20043350159997,0,0.0
2024-07-24,906.2174960084877,5009.209189594776,184.93837326942167,0,0.0
2024-07-25,1051.503526720866,5838.218656137641,169.3630154860786,0,0.0
2024-07-26,1051.3785950912209,5163.463686882082,221.2506934189806,0,0.0
2024-07-27,1051.5047686306048,4890.449735595568,207.31402141313598,0,0.0
2024-07-28,1385.2731490654721,5414.702790591745,183.07764107789814,1,0.0
2024-07-29,1057.0890510693166,3894.4323454960577,161.59086803987316,0,0.0
2024-07-30,1113.5565640180598,5117.807279054283,226.17371984840435,0,0.0
2024-07-31,1095.4001763493202,5385.432596943483,219.50603533875983,0,0.0
2024-08-01,1065.1391251305797,4260.706877110079,197.0247240866185,0,0.0
2024-08-02,968.4730755359654,5571.8770216034645,255.39910988142998,0,0.0
2024-08-03,1075.8969220493268,5169.248203747207,167.89745701021542,0,0.0
2024-08-04,922.7174785462428,4792.356043049599,154.23424487225782,0,0.0
2024-08-05,976.3181393259991,5316.390933053142,179.24275790356268,0,0.0
2024-08-06,951.4636452170896,6135.346428902198,198.63241950933508,0,0.0
2024-08-07,1008.1874139386323,5090.933127529248,207.30018347968075,0,0.0
2024-08-08,1231.4658566673509,5124.110293150168,192.76291826431012,0,0.0
2024-08-09,813.2734807408252,4770.319550229878,210.5616618954289,0,0.0
2024-08-10,1068.6260190374514,4575.077815267604,162.45381727428668,0,0.0
2024-08-11,838.7284128810348,5415.167908272123,243.31293812219778,0,0.0
2024-08-12,952.8068134210566,4571.958087045567,197.53546464822293,0,0.0
2024-08-13,1108.8950596967366,5035.783118609696,233.51887494764384,0,0.0
2024-08-14,1006.4280019095463,4761.171276617441,210.28176039133112,0,0.0
2024-08-15,892.2255222070694,5239.489912873196,213.70259657461352,0,0.0
2024-08-16,928.4696290740031,5166.831052643474,217.0930184069661,0,0.0
2024-08-17,1067.9597748934675,5518.76997212895,213.43125680051946,0,0.0
2024-08-18,926.9633368282863,4744.991800572627,219.2816827960263,0,0.0
2024-08-19,1021.6458589581974,4865.062532353314,239.87457590397293,0,0.0
2024-08-20,1004.5571839903814,4510.618142108846,205.8956350910441,0,0.0
2024-08-21,934.8399652394182,4777.853369961944,221.27011272765537,0,0.0
2024-08-22,1214.3944089325325,5188.650246522426,197.3079291713832,0,0.0
2024-08-23,1063.3919022318012,5378.494308322676,243.2035164634842,0,0.0
2024-08-24,797.4857413342393,4538.917337911187,179.7082309382219,0,0.0
2024-08-25,1018.6454314769428,5434.80296005283,254.02821298732448,0,0.0
2024-08-26,933.8213535231612,5677.818929402475,198.7952614806697,0,0.0
2024-08-27,1085.2433334796224,5206.71745161185,157.07674693645856,0,0.0
2024-08-28,920.7479261567299,5938.397906279033,203.84313244732368,0,0.0
2024-08-29,988.5263558533101,4613.105400448214,179.56845027575358,0,0.0
2024-08-30,1050.4987278980457,4377.672648344292,225.21930646966172,0,0.0
2024-08-31,1086.5755194170122,4110.63987554786,180.42128062092826,0,0.0
2024-09-01,879.9703592944223,5748.022155744591,186.6144970035566,0,0.0
2024-09-02,966.5498764159051,5327.182828177029,143.31377807163406,0,0.0
2024-09-03,952.5054688839044,4972.207664544772,186.4308104225277,0,0.0
2024-09-04,934.6670767426288,5139.98431315991,127.2836202011313,0,0.0
2024-09-05,1176.5454240281097,4437.2554763508115,152.4829152954283,0,0.0
2024-09-06,1040.4981710960956,6222.875989808414,222.81243968432892,0,0.0
2024-09-07,873.9116045664955,5064.610590987614,223.57400475952497,0,0.0
2024-09-08,1091.7861947054776,5054.697397302446,212.76372685354895,0,0.0
2024-09-09,1212.2156197012632,5362.883311949346,170.9907157061236,0,0.0
2024-09-10,1103.2465260551146,5240.504615868356,198.5686593157406,0,0.0
2024-09-11,848.0630034045987,5111.942012139566,199.89192382728294,0,0.0
2024-09-12,951.5765927133749,4604.762772277344,165.2490593242237,0,0.0
2024-09-13,1126.6911149186624,5235.734178567998,245.10194905301452,0,0.0
2024-09-14,929.2330534381219,5941.012248237517,226.32086871727014,0,0.0
2024-09-15,1044.3819428146228,5672.710023077489,193.37107478511007,0,0.0
2024-09-16,1077.4634053429336,5796.593313319699,200.80657516983592,0,0.0
2024-09-17,907.3069528421917,4744.392161784407,206.25148423842657,0,0.0
2024-09-18,994.04746439382,4505.19758987071,138.7479539472713,0,0.0
2024-09-19,675.8732659930927,4937.106539950176,192.5846785243821,0,0.0
2024-09-20,897.561235866571,5027.862456144348,179.54047256006604,0,0.0
2024-09-21,974.743184860684,5547.095759235474,169.95139970315253,0,0.0
2024-09-22,875.221681803515,4153.76768514259,191.56699121342135,0,0.0
2024-09-23,1163.2411303931635,5764.775159730307,253.93059580548567,0,0.0
2024-09-24,856.9858622039367,4920.996050710505,219.22528583801028,0,0.0
2024-09-25,955.9955513303016,4786.55946502629,182.8646303065161,0,0.0
2024-09-26,1013.0740577286091,4493.947812369916,217.17748344068477,0,0.0
2024-09-27,1144.1273289066116,4172.571664067115,241.98066309758008,0,0.0
2024-09-28,856.413784882056,5411.585291980958,227.73901048738307,0,0.0
2024-09-29,1116.316375215496,5036.658983594202,201.78891109760522,0,0.0
2024-09-30,1001.0233061019587,4355.019550129473,180.5918966688328,0,0.0
2024-10-01,901.8491348952049,4352.460613968192,220.9466994084077,0,0.0
2024-10-02,1046.2103474263272,4832.107650354936,211.80456156265248,0,0.0
2024-10-03,1019.905969557347,5834.510762644696,226.85579660083198,0,0.0
2024-10-04,939.9783122841205,4870.204324318198,219.0551540504591,0,0.0
2024-10-05,1006.980208499002,4248.428523440947,231.48658145958007,0,0.0
2024-10-06,961.4686403138239,4877.128467957028,183.94294365318297,0,0.0
2024-10-07,1011.3517345251248,4863.638215126165,239.52182196902976,0,0.0
2024-10-08,1066.2130674521047,3651.556678529214,205.927988140772,0,0.0
2024-10-09,1158.6016816145352,4972.852566741094,262.25782617875797,0,0.0
2024-10-10,876.2184501173151,4884.532734895661,179.32436545731298,0,0.0
2024-10-11,1213.3033374656266,5348.1031824067095,252.0789140949575,0,0.0
2024-10-12,804.7912200477498,5924.478047472672,205.93732350387944,0,0.0
2024-10-13,984.8214904964417,5563.282514773879,180.45745989156654,0,0.0
2024-10-14,1058.8317206484576,4865.555654722585,185.48342497837035,0,0.0
2024-10-15,1028.0991867735033,4446.737045629165,190.3895807541704,0,0.0
2024-10-16,937.7300480179406,6286.67990162493,212.7249783920575,0,0.0
2024-10-17,979.1877749642724,5029.609217007244,215.685064641065,0,0.0
2024-10-18,950.6999065341167,5006.964645956473,182.78899988184264,0,0.0
2024-10-19,941.0635243055789,4987.937456444998,199.26936223217052,0,0.0
2024-10-20,1084.9602097021025,5099.042380383928,264.2681107583559,0,1.0
2024-10-21,1035.7015485965048,4927.819794038029,251.82629510302132,0,1.0
2024-10-22,930.7090404739346,4713.168996559882,213.08971009022096,0,0.0
2024-10-23,1089.959987543325,4726.570529379804,201.140104345046,0,1.0
2024-10-24,1030.7299520876609,4983.623364892001,203.60093980154784,0,0.0
2024-10-25,1081.286211883896,4728.287614433118,218.4055391819125,0,1.0
2024-10-26,1062.9628841923611,4643.577108661418,169.31622304404783,0,1.0
2024-10-27,517.1004989077928,3053.2151138459485,492.2787038772997,1,1.0
2024-10-28,543.9818959803031,2872.511391289572,449.9424777836723,1,1.0
2024-10-29,674.7293605123261,3751.996494291345,511.97669367815837,0,1.0
2024-10-30,661.0370265433464,1674.5150958034938,519.4158781910822,1,1.0
2024-10-31,597.9098406035852,3545.753425961231,485.50440613101875,0,1.0
2024-11-01,611.7327383308782,3623.0425962488143,547.2196028987009,1,1.0
2024-11-02,727.7664895788425,1963.304883795925,463.22703010992973,1,0.0
2024-11-03,540.842861116417,2828.6562029598254,456.0687535937054,1,1.0
2024-11-04,654.7097381170038,2814.279567002104,506.73355455679916,1,0.0
2024-11-05,579.7807347566106,2296.2441526410894,531.4129490783646,1,1.0
2024-11-06,578.231879677278,2611.0916562045622,550.5178307437361,1,1.0
2024-11-07,709.8776851987191,2444.712077267086,486.23347211393184,1,1.0
2024-11-08,682.5416348988031,3876.135221711811,532.3604250029389,1,1.0
2024-11-09,681.3509636000638,3467.839196573731,498.8447459149788,0,0.0
2024-11-10,730.5478807154329,3635.7775474970795,494.8211810017754,1,0.0
2024-11-11,602.1003841632759,3360.836032021618,526.5097981246001,0,0.0
2024-11-12,668.1952971294963,2435.4741143913852,519.5696863524026,1,0.0
2024-11-13,568.9733243406544,2737.7398668601136,452.70823529047254,1,0.0
2024-11-14,632.4166352488442,3244.687280613959,544.296210491777,1,0.0
2024-11-15,586.9856945632315,2388.936095554027,541.4027406244236,1,0.0
2024-11-16,609.6995964992718,3356.4992150861945,481.2331189547141,0,0.0
2024-11-17,1059.5157025436913,4879.837300920933,211.87410600312228,0,0.0
2024-11-18,918.1779316766527,4812.589596225202,214.82090558848216,0,0.0
2024-11-19,1209.238727568546,5355.479984101746,207.8202129747172,0,0.0
2024-11-20,899.3982618500298,5222.13165574302,183.4908453846374,0,0.0
2024-11-21,878.5811387212268,4819.51691709046,179.85129896185845,0,0.0
2024-11-22,1115.8110873500068,5579.664901682124,199.23337787025665,0,0.0
2024-11-23,1079.1662693962935,4459.468336200051,235.18187057778096,0,0.0
2024-11-24,1062.4119817052156,5307.967803472132,216.30800463783297,0,0.0
2024-11-25,1062.834550926428,5296.5506289841915,188.88157003741682,0,0.0
2024-11-26,998.7753227153086,4845.226780343005,223.15096131945035,0,0.0
2024-11-27,910.2745628514168,5163.066511121059,114.54372138109774,0,0.0
2024-11-28,1007.5804558193727,4374.443211807348,234.46297101116312,0,0.0
2024-11-29,932.2838288487889,5462.01350960345,147.80858663665703,0,0.0
2024-11-30,1097.511973341775,4907.548931778506,189.12677175790603,0,0.0
2024-12-01,985.2942618497862,4738.6384897404805,166.40990316121568,0,0.0
2024-12-02,917.4502803207488,5524.504612918445,161.15955572837282,0,0.0
2024-12-03,967.8614158347007,4647.828154728621,234.82480362135558,0,0.0
2024-12-04,1041.2931454275624,4295.7693518182205,185.96896396064326,0,0.0
2024-12-05,943.6275447196025,4221.685413238049,210.39511645192147,0,0.0
2024-12-06,917.7779604433568,5303.0049756728195,198.59238263362448,0,0.0
2024-12-07,1024.3687211491913,4359.785323751858,214.31122481669365,0,0.0
2024-12-08,1024.4966571108723,5877.397090992183,202.30465673180765,0,0.0
2024-12-09,949.305682462887,3959.035296058139,161.5102332743429,0,0.0
2024-12-10,952.8961694381677,5848.228184145019,229.88800458341422,0,0.0
2024-12-11,1023.2049937357637,5105.508733601309,185.18730250516063,0,0.0
2024-12-12,855.1915658502676,4951.643444064804,153.30254304020747,0,0.0
2024-12-13,859.2536225623445,4727.540456595525,187.15654517102263,0,0.0
2024-12-14,928.1555778747564,5199.568057176036,245.02279371902932,0,0.0
2024-12-15,978.6552848288153,4981.182648787576,225.5066522634048,0,0.0
2024-12-16,1031.0907565598004,5551.650941008261,189.5404359677642,0,0.0
2024-12-17,1147.5356216949551,5057.11382433102,189.52226887044714,0,0.0
2024-12-18,1085.7659623202019,5075.150880730939,190.35094846347852,0,0.0
2024-12-19,984.0061470036572,4818.1938938930725,262.30243950682524,0,0.0
2024-12-20,998.0983792097311,4971.5271881394665,211.4580635669466,0,0.0
2024-12-21,899.7470635362191,5153.9008844460295,212.90124941573208,0,0.0
2024-12-22,998.148686400761,4144.915803671687,230.90850362095526,0,0.0
2024-12-23,971.1341361079861,4325.907288947144,207.1636747707954,0,0.0
